Time_spent_Alone,Social_event_attendance,Friends_circle_size,Going_outside,Post_frequency,Personality,Stage_fear,Drained_after_socializing,id
7,2,4,2,2,Introvert,Yes,Yes,100566
2,6,10,5,6,Extrovert,No,No,100567
7,2,4,2,2,Introvert,Yes,Yes,100568
7,2,3,2,2,Introvert,Yes,Yes,100569
7,2,4,2,2,Introvert,Yes,Yes,100570
2,6,9,5,6,Extrovert,No,No,100571
2,6,9,5,6,Extrovert,No,No,100572
2,6,9,5,6,Extrovert,No,No,100573
7,2,4,2,2,Introvert,Yes,Yes,100574
7,2,4,2,2,Introvert,Yes,Yes,100575
7,2,4,2,2,Introvert,Yes,Yes,100576
2,6,10,5,6,Extrovert,No,No,100577
7,2,4,2,2,Introvert,Yes,Yes,100578
2,6,10,5,6,Extrovert,No,No,100579
7,2,3,2,2,Introvert,Yes,Yes,100580
2,6,9,5,6,Extrovert,No,No,100581
7,2,3,2,2,Introvert,Yes,Yes,100582
7,2,3,2,2,Introvert,Yes,Yes,100583
7,2,3,2,2,Introvert,Yes,Yes,100584
7,2,3,2,2,Introvert,Yes,Yes,100585
7,2,3,2,2,Introvert,Yes,Yes,100586
2,6,9,5,6,Extrovert,No,No,100587
7,2,4,2,2,Introvert,Yes,Yes,100588
2,6,9,5,6,Extrovert,No,No,100589
7,2,4,2,2,Introvert,Yes,Yes,100590
2,6,9,5,6,Extrovert,No,No,100591
7,2,4,2,2,Introvert,Yes,Yes,100592
2,6,9,5,6,Extrovert,No,No,100593
2,6,9,5,6,Extrovert,No,No,100594
2,6,9,5,6,Extrovert,No,No,100595
2,6,10,5,6,Extrovert,No,No,100596
2,6,9,5,6,Extrovert,No,No,100597
2,6,9,5,6,Extrovert,No,No,100598
2,6,9,5,6,Extrovert,No,No,100599
2,6,10,5,6,Extrovert,No,No,100600
2,6,9,5,6,Extrovert,No,No,100601
2,6,9,5,6,Extrovert,No,No,100602
7,3,4,2,2,Introvert,Yes,Yes,100603
2,6,10,5,6,Extrovert,No,No,100604
2,6,9,5,6,Extrovert,No,No,100605
2,6,10,5,6,Extrovert,No,No,100606
2,6,10,5,6,Extrovert,No,No,100607
7,2,4,2,2,Introvert,Yes,Yes,100608
7,2,4,2,2,Introvert,Yes,Yes,100609
7,2,3,2,2,Introvert,Yes,Yes,100610
2,6,9,5,6,Extrovert,No,No,100611
7,2,3,2,2,Introvert,Yes,Yes,100612
2,6,10,5,6,Extrovert,No,No,100613
7,2,4,2,2,Introvert,Yes,Yes,100614
7,2,4,2,2,Introvert,Yes,Yes,100615
7,2,4,2,2,Introvert,Yes,Yes,100616
7,2,4,2,2,Introvert,Yes,Yes,100617
7,2,4,2,2,Introvert,Yes,Yes,100618
2,6,9,5,6,Extrovert,No,No,100619
2,6,9,5,6,Extrovert,No,No,100620
2,6,9,5,6,Extrovert,No,No,100621
2,6,10,5,6,Extrovert,No,No,100622
7,2,4,2,2,Introvert,Yes,Yes,100623
7,2,4,2,2,Introvert,Yes,Yes,100624
7,2,4,2,2,Introvert,Yes,Yes,100625
2,6,9,5,6,Extrovert,No,No,100626
2,6,10,5,6,Extrovert,No,No,100627
7,2,4,2,2,Introvert,Yes,Yes,100628
2,6,9,5,6,Extrovert,No,No,100629
2,6,9,5,6,Extrovert,No,No,100630
2,6,9,5,6,Extrovert,No,No,100631
2,6,10,5,6,Extrovert,No,No,100632
2,6,9,5,6,Extrovert,No,No,100633
2,6,9,5,6,Extrovert,No,No,100634
7,2,3,2,2,Introvert,Yes,Yes,100635
2,6,9,5,6,Extrovert,No,No,100636
2,6,9,5,6,Extrovert,No,No,100637
2,6,9,5,6,Extrovert,No,No,100638
2,6,10,5,6,Extrovert,No,No,100639
2,6,9,5,6,Extrovert,No,No,100640
7,2,3,2,2,Introvert,Yes,Yes,100641
2,6,9,5,6,Extrovert,No,No,100642
2,6,9,5,6,Extrovert,No,No,100643
2,6,10,5,6,Extrovert,No,No,100644
7,2,3,2,2,Introvert,Yes,Yes,100645
2,6,9,5,6,Extrovert,No,No,100646
7,2,4,2,2,Introvert,Yes,Yes,100647
7,2,4,2,2,Introvert,Yes,Yes,100648
7,2,4,2,2,Introvert,Yes,Yes,100649
2,6,9,5,6,Extrovert,No,No,100650
7,2,4,2,2,Introvert,Yes,Yes,100651
7,2,3,2,2,Introvert,Yes,Yes,100652
7,2,4,2,2,Introvert,Yes,Yes,100653
7,2,4,2,2,Introvert,Yes,Yes,100654
2,6,10,5,6,Extrovert,No,No,100655
2,6,10,5,6,Extrovert,No,No,100656
7,2,4,2,2,Introvert,Yes,Yes,100657
2,6,9,5,6,Extrovert,No,No,100658
2,6,10,5,6,Extrovert,No,No,100659
2,6,9,5,6,Extrovert,No,No,100660
2,6,10,5,6,Extrovert,No,No,100661
7,2,4,2,2,Introvert,Yes,Yes,100662
2,6,9,5,6,Extrovert,No,No,100663
2,6,9,5,6,Extrovert,No,No,100664
2,6,10,5,6,Extrovert,No,No,100665
7,2,4,2,2,Introvert,Yes,Yes,100666
2,6,9,5,6,Extrovert,No,No,100667
2,6,9,5,6,Extrovert,No,No,100668
7,2,4,2,2,Introvert,Yes,Yes,100669
7,2,4,2,2,Introvert,Yes,Yes,100670
2,6,10,5,6,Extrovert,No,No,100671
7,2,4,2,2,Introvert,Yes,Yes,100672
2,6,9,5,6,Extrovert,No,No,100673
2,6,10,5,6,Extrovert,No,No,100674
7,2,4,2,2,Introvert,Yes,Yes,100675
7,2,3,2,2,Introvert,Yes,Yes,100676
2,6,9,5,6,Extrovert,No,No,100677
2,6,9,5,6,Extrovert,No,No,100678
7,2,4,2,2,Introvert,Yes,Yes,100679
7,2,4,2,2,Introvert,Yes,Yes,100680
7,2,4,2,2,Introvert,Yes,Yes,100681
7,2,4,2,2,Introvert,Yes,Yes,100682
7,2,4,2,2,Introvert,Yes,Yes,100683
7,2,4,2,2,Introvert,Yes,Yes,100684
7,2,3,2,2,Introvert,Yes,Yes,100685
7,2,3,2,2,Introvert,Yes,Yes,100686
2,6,9,5,6,Extrovert,No,No,100687
7,2,4,2,2,Introvert,Yes,Yes,100688
2,6,9,5,6,Extrovert,No,No,100689
2,6,9,5,6,Extrovert,No,No,100690
2,6,10,5,6,Extrovert,No,No,100691
2,6,10,5,6,Extrovert,No,No,100692
2,6,9,5,6,Extrovert,No,No,100693
7,2,4,2,2,Introvert,Yes,Yes,100694
2,6,9,5,6,Extrovert,No,No,100695
7,2,4,2,2,Introvert,Yes,Yes,100696
2,6,10,5,6,Extrovert,No,No,100697
7,2,4,2,2,Introvert,Yes,Yes,100698
7,2,4,2,2,Introvert,Yes,Yes,100699
2,6,9,5,6,Extrovert,No,No,100700
2,6,10,5,6,Extrovert,No,No,100701
2,6,10,5,6,Extrovert,No,No,100702
7,2,3,2,2,Introvert,Yes,Yes,100703
7,2,4,2,2,Introvert,Yes,Yes,100704
7,2,4,2,2,Introvert,Yes,Yes,100705
2,6,10,5,6,Extrovert,No,No,100706
7,2,4,2,2,Introvert,Yes,Yes,100707
7,2,4,2,2,Introvert,Yes,Yes,100708
2,6,9,5,6,Extrovert,No,No,100709
2,6,9,5,6,Extrovert,No,No,100710
7,2,3,2,2,Introvert,Yes,Yes,100711
7,2,4,2,2,Introvert,Yes,Yes,100712
2,6,9,5,6,Extrovert,No,No,100713
7,2,4,2,2,Introvert,Yes,Yes,100714
2,6,10,5,6,Extrovert,No,No,100715
7,2,4,2,2,Introvert,Yes,Yes,100716
6,2,4,2,2,Introvert,Yes,Yes,100717
2,6,10,5,6,Extrovert,No,No,100718
7,2,4,2,2,Introvert,Yes,Yes,100719
7,2,4,2,2,Introvert,Yes,Yes,100720
2,6,9,5,6,Extrovert,No,No,100721
7,2,3,2,2,Introvert,Yes,Yes,100722
7,2,4,2,2,Introvert,Yes,Yes,100723
7,2,4,2,2,Introvert,Yes,Yes,100724
2,6,10,5,6,Extrovert,No,No,100725
2,6,9,5,6,Extrovert,No,No,100726
7,2,3,2,2,Introvert,Yes,Yes,100727
6,2,4,2,2,Introvert,Yes,Yes,100728
2,6,9,5,6,Extrovert,No,No,100729
2,6,9,5,6,Extrovert,No,No,100730
2,6,9,5,6,Extrovert,No,No,100731
7,2,4,2,2,Introvert,Yes,Yes,100732
7,2,4,2,2,Introvert,Yes,Yes,100733
7,2,3,2,2,Introvert,Yes,Yes,100734
7,2,4,2,2,Introvert,Yes,Yes,100735
7,2,4,2,2,Introvert,Yes,Yes,100736
7,2,3,2,2,Introvert,Yes,Yes,100737
2,6,9,5,6,Extrovert,No,No,100738
2,6,10,5,6,Extrovert,No,No,100739
2,6,9,5,6,Extrovert,No,No,100740
2,6,10,5,6,Extrovert,No,No,100741
2,6,10,5,6,Extrovert,No,No,100742
2,6,10,5,6,Extrovert,No,No,100743
2,6,9,5,6,Extrovert,No,No,100744
7,2,4,2,2,Introvert,Yes,Yes,100745
2,6,10,5,6,Extrovert,No,No,100746
7,2,4,2,2,Introvert,Yes,Yes,100747
2,6,10,5,6,Extrovert,No,No,100748
7,2,3,2,2,Introvert,Yes,Yes,100749
2,6,9,5,6,Extrovert,No,No,100750
7,2,4,2,2,Introvert,Yes,Yes,100751
7,2,4,2,2,Introvert,Yes,Yes,100752
7,2,4,2,2,Introvert,Yes,Yes,100753
2,6,10,5,6,Extrovert,No,No,100754
7,2,4,2,2,Introvert,Yes,Yes,100755
2,6,9,5,6,Extrovert,No,No,100756
2,6,10,5,6,Extrovert,No,No,100757
2,6,9,5,6,Extrovert,No,No,100758
2,6,10,5,6,Extrovert,No,No,100759
7,2,3,2,2,Introvert,Yes,Yes,100760
7,2,3,2,2,Introvert,Yes,Yes,100761
7,2,3,2,1,Introvert,Yes,Yes,100762
2,6,10,5,6,Extrovert,No,No,100763
2,6,9,5,6,Extrovert,No,No,100764
2,6,10,5,6,Extrovert,No,No,100765
2,6,9,5,6,Extrovert,No,No,100766
7,2,4,2,2,Introvert,Yes,Yes,100767
2,6,9,5,6,Extrovert,No,No,100768
2,6,9,5,6,Extrovert,No,No,100769
7,2,4,2,2,Introvert,Yes,Yes,100770
7,2,4,2,2,Introvert,Yes,Yes,100771
2,6,9,5,6,Extrovert,No,No,100772
7,2,4,2,2,Introvert,Yes,Yes,100773
2,6,9,5,6,Extrovert,No,No,100774
2,6,9,5,6,Extrovert,No,No,100775
7,2,3,2,2,Introvert,Yes,Yes,100776
7,2,4,2,2,Introvert,Yes,Yes,100777
7,2,3,2,2,Introvert,Yes,Yes,100778
7,2,4,2,2,Introvert,Yes,Yes,100779
7,2,4,2,2,Introvert,Yes,Yes,100780
7,2,3,2,2,Introvert,Yes,Yes,100781
7,2,4,2,2,Introvert,Yes,Yes,100782
7,2,4,2,2,Introvert,Yes,Yes,100783
2,6,10,5,6,Extrovert,No,No,100784
2,6,9,5,6,Extrovert,No,No,100785
7,2,3,2,2,Introvert,Yes,Yes,100786
7,2,3,2,2,Introvert,Yes,Yes,100787
7,2,4,2,2,Introvert,Yes,Yes,100788
7,2,4,2,2,Introvert,Yes,Yes,100789
7,2,4,2,2,Introvert,Yes,Yes,100790
2,6,9,5,6,Extrovert,No,No,100791
2,6,10,5,6,Extrovert,No,No,100792
7,2,4,2,2,Introvert,Yes,Yes,100793
2,6,10,5,6,Extrovert,No,No,100794
2,6,9,5,6,Extrovert,No,No,100795
2,6,9,5,6,Extrovert,No,No,100796
7,2,4,2,2,Introvert,Yes,Yes,100797
6,3,4,2,2,Introvert,Yes,Yes,100798
7,2,3,2,2,Introvert,Yes,Yes,100799
7,2,4,2,2,Introvert,Yes,Yes,100800
7,2,3,2,2,Introvert,Yes,Yes,100801
7,2,4,2,2,Introvert,Yes,Yes,100802
7,2,3,2,2,Introvert,Yes,Yes,100803
2,6,9,5,6,Extrovert,No,No,100804
2,6,9,5,6,Extrovert,No,No,100805
7,2,4,2,2,Introvert,Yes,Yes,100806
2,6,10,5,6,Extrovert,No,No,100807
2,6,10,5,6,Extrovert,No,No,100808
2,6,10,5,6,Extrovert,No,No,100809
7,2,4,2,2,Introvert,Yes,Yes,100810
7,2,3,2,2,Introvert,Yes,Yes,100811
2,6,10,5,6,Extrovert,No,No,100812
2,6,9,5,6,Extrovert,No,No,100813
2,6,10,5,6,Extrovert,No,No,100814
7,2,4,2,2,Introvert,Yes,Yes,100815
7,2,4,2,2,Introvert,Yes,Yes,100816
2,6,10,5,6,Extrovert,No,No,100817
2,6,9,5,6,Extrovert,No,No,100818
2,6,9,5,6,Extrovert,No,No,100819
2,6,9,5,6,Extrovert,No,No,100820
7,2,4,2,2,Introvert,Yes,Yes,100821
2,6,9,5,6,Extrovert,No,No,100822
7,2,4,2,2,Introvert,Yes,Yes,100823
2,6,10,5,6,Extrovert,No,No,100824
7,2,4,2,2,Introvert,Yes,Yes,100825
2,6,9,5,6,Extrovert,No,No,100826
2,6,10,5,6,Extrovert,No,No,100827
7,2,3,2,2,Introvert,Yes,Yes,100828
2,6,9,5,6,Extrovert,No,No,100829
7,2,4,2,2,Introvert,Yes,Yes,100830
2,6,9,5,6,Extrovert,No,No,100831
7,2,4,2,2,Introvert,Yes,Yes,100832
7,2,3,2,2,Introvert,Yes,Yes,100833
7,2,3,2,2,Introvert,Yes,Yes,100834
7,2,4,2,2,Introvert,Yes,Yes,100835
7,2,4,2,2,Introvert,Yes,Yes,100836
2,6,9,5,6,Extrovert,No,No,100837
2,6,9,5,6,Extrovert,No,No,100838
2,6,10,5,6,Extrovert,No,No,100839
2,6,10,5,6,Extrovert,No,No,100840
7,2,4,2,2,Introvert,Yes,Yes,100841
2,6,9,5,6,Extrovert,No,No,100842
7,2,4,2,2,Introvert,Yes,Yes,100843
2,6,9,5,6,Extrovert,No,No,100844
2,6,9,5,6,Extrovert,No,No,100845
2,6,9,5,6,Extrovert,No,No,100846
2,6,9,5,6,Extrovert,No,No,100847
7,2,4,2,2,Introvert,Yes,Yes,100848
7,2,4,2,2,Introvert,Yes,Yes,100849
7,2,4,2,2,Introvert,Yes,Yes,100850
7,2,4,2,2,Introvert,Yes,Yes,100851
2,6,10,5,6,Extrovert,No,No,100852
7,2,4,2,2,Introvert,Yes,Yes,100853
2,6,9,5,6,Extrovert,No,No,100854
2,6,10,5,6,Extrovert,No,No,100855
7,2,4,2,2,Introvert,Yes,Yes,100856
7,2,4,2,2,Introvert,Yes,Yes,100857
7,2,4,2,2,Introvert,Yes,Yes,100858
2,6,9,5,6,Extrovert,No,No,100859
2,6,9,5,6,Extrovert,No,No,100860
7,2,4,2,2,Introvert,Yes,Yes,100861
2,6,9,5,6,Extrovert,No,No,100862
7,2,4,2,2,Introvert,Yes,Yes,100863
7,2,3,2,2,Introvert,Yes,Yes,100864
2,6,9,5,6,Extrovert,No,No,100865
7,2,4,2,2,Introvert,Yes,Yes,100866
2,6,9,5,6,Extrovert,No,No,100867
2,6,9,5,6,Extrovert,No,No,100868
7,2,4,2,2,Introvert,Yes,Yes,100869
2,6,9,5,6,Extrovert,No,No,100870
7,2,4,2,2,Introvert,Yes,Yes,100871
2,6,9,5,6,Extrovert,No,No,100872
2,6,9,5,6,Extrovert,No,No,100873
2,6,9,5,6,Extrovert,No,No,100874
2,6,9,5,6,Extrovert,No,No,100875
2,6,10,5,6,Extrovert,No,No,100876
2,6,10,5,6,Extrovert,No,No,100877
2,6,9,5,6,Extrovert,No,No,100878
2,6,9,5,6,Extrovert,No,No,100879
2,6,10,5,6,Extrovert,No,No,100880
6,2,4,2,2,Introvert,Yes,Yes,100881
2,6,9,5,6,Extrovert,No,No,100882
2,6,9,5,6,Extrovert,No,No,100883
2,6,9,5,6,Extrovert,No,No,100884
7,2,3,2,2,Introvert,Yes,Yes,100885
2,6,9,5,6,Extrovert,No,No,100886
2,6,10,5,6,Extrovert,No,No,100887
2,6,9,5,6,Extrovert,No,No,100888
7,2,4,2,2,Introvert,Yes,Yes,100889
2,6,10,5,6,Extrovert,No,No,100890
2,6,10,5,6,Extrovert,No,No,100891
7,2,3,2,2,Introvert,Yes,Yes,100892
7,2,3,2,2,Introvert,Yes,Yes,100893
2,6,9,5,6,Extrovert,No,No,100894
7,2,3,2,2,Introvert,Yes,Yes,100895
2,6,9,5,6,Extrovert,No,No,100896
2,6,9,5,6,Extrovert,No,No,100897
2,6,9,5,6,Extrovert,No,No,100898
7,2,3,2,2,Introvert,Yes,Yes,100899
7,2,4,2,2,Introvert,Yes,Yes,100900
7,2,3,2,2,Introvert,Yes,Yes,100901
2,6,9,5,6,Extrovert,No,No,100902
7,2,4,2,2,Introvert,Yes,Yes,100903
7,2,4,2,2,Introvert,Yes,Yes,100904
2,6,9,5,6,Extrovert,No,No,100905
2,6,9,5,6,Extrovert,No,No,100906
7,2,4,2,2,Introvert,Yes,Yes,100907
2,6,10,5,6,Extrovert,No,No,100908
2,6,9,5,6,Extrovert,No,No,100909
7,2,4,2,2,Introvert,Yes,Yes,100910
7,2,3,2,2,Introvert,Yes,Yes,100911
2,6,9,5,6,Extrovert,No,No,100912
7,2,4,2,2,Introvert,Yes,Yes,100913
7,2,4,2,2,Introvert,Yes,Yes,100914
7,2,3,2,2,Introvert,Yes,Yes,100915
7,2,4,2,2,Introvert,Yes,Yes,100916
2,6,9,5,6,Extrovert,No,No,100917
2,6,9,5,6,Extrovert,No,No,100918
7,2,4,2,2,Introvert,Yes,Yes,100919
7,2,4,2,2,Introvert,Yes,Yes,100920
2,6,9,5,6,Extrovert,No,No,100921
7,2,4,2,2,Introvert,Yes,Yes,100922
2,6,10,5,6,Extrovert,No,No,100923
7,2,4,2,2,Introvert,Yes,Yes,100924
7,2,4,2,2,Introvert,Yes,Yes,100925
2,6,10,5,6,Extrovert,No,No,100926
2,6,9,5,6,Extrovert,No,No,100927
7,2,4,2,2,Introvert,Yes,Yes,100928
2,6,10,5,6,Extrovert,No,No,100929
7,2,4,2,2,Introvert,Yes,Yes,100930
2,6,9,5,6,Extrovert,No,No,100931
2,6,9,5,6,Extrovert,No,No,100932
7,2,4,2,2,Introvert,Yes,Yes,100933
2,6,9,5,6,Extrovert,No,No,100934
2,6,9,5,6,Extrovert,No,No,100935
2,6,9,5,6,Extrovert,No,No,100936
7,2,4,2,2,Introvert,Yes,Yes,100937
7,2,4,2,2,Introvert,Yes,Yes,100938
7,2,3,2,2,Introvert,Yes,Yes,100939
2,6,9,5,6,Extrovert,No,No,100940
7,2,4,2,2,Introvert,Yes,Yes,100941
7,2,4,2,2,Introvert,Yes,Yes,100942
7,2,4,2,2,Introvert,Yes,Yes,100943
2,6,9,5,6,Extrovert,No,No,100944
7,2,4,2,2,Introvert,Yes,Yes,100945
2,6,10,5,6,Extrovert,No,No,100946
7,2,4,2,2,Introvert,Yes,Yes,100947
7,2,4,2,2,Introvert,Yes,Yes,100948
2,6,9,5,6,Extrovert,No,No,100949
7,2,4,2,2,Introvert,Yes,Yes,100950
2,6,9,5,6,Extrovert,No,No,100951
2,6,10,5,6,Extrovert,No,No,100952
2,6,9,5,6,Extrovert,No,No,100953
7,2,3,2,2,Introvert,Yes,Yes,100954
2,6,9,5,6,Extrovert,No,No,100955
2,6,10,5,6,Extrovert,No,No,100956
7,2,4,2,2,Introvert,Yes,Yes,100957
2,6,9,5,6,Extrovert,No,No,100958
7,2,3,2,2,Introvert,Yes,Yes,100959
2,6,9,5,6,Extrovert,No,No,100960
6,3,4,2,2,Introvert,Yes,Yes,100961
7,2,4,2,2,Introvert,Yes,Yes,100962
2,6,9,5,6,Extrovert,No,No,100963
2,6,9,5,6,Extrovert,No,No,100964
2,6,10,5,6,Extrovert,No,No,100965
7,2,3,2,2,Introvert,Yes,Yes,100966
7,2,3,2,2,Introvert,Yes,Yes,100967
2,6,9,5,6,Extrovert,No,No,100968
2,6,9,5,6,Extrovert,No,No,100969
2,6,10,5,6,Extrovert,No,No,100970
7,2,3,2,2,Introvert,Yes,Yes,100971
7,2,4,2,2,Introvert,Yes,Yes,100972
7,2,4,2,2,Introvert,Yes,Yes,100973
7,2,4,2,2,Introvert,Yes,Yes,100974
2,6,9,5,6,Extrovert,No,No,100975
2,6,9,5,6,Extrovert,No,No,100976
2,6,9,5,6,Extrovert,No,No,100977
2,6,9,5,6,Extrovert,No,No,100978
2,6,9,5,6,Extrovert,No,No,100979
7,2,4,2,2,Introvert,Yes,Yes,100980
7,2,4,2,2,Introvert,Yes,Yes,100981
2,6,9,5,6,Extrovert,No,No,100982
2,6,9,5,6,Extrovert,No,No,100983
7,2,4,2,2,Introvert,Yes,Yes,100984
2,6,10,5,6,Extrovert,No,No,100985
2,6,10,5,6,Extrovert,No,No,100986
7,2,4,2,2,Introvert,Yes,Yes,100987
2,6,9,5,6,Extrovert,No,No,100988
2,6,10,5,6,Extrovert,No,No,100989
7,2,4,2,2,Introvert,Yes,Yes,100990
2,6,10,5,6,Extrovert,No,No,100991
2,6,9,5,6,Extrovert,No,No,100992
7,2,4,2,2,Introvert,Yes,Yes,100993
2,6,9,5,6,Extrovert,No,No,100994
2,6,9,5,6,Extrovert,No,No,100995
2,6,9,5,6,Extrovert,No,No,100996
7,2,4,2,2,Introvert,Yes,Yes,100997
2,6,10,5,6,Extrovert,No,No,100998
7,2,4,2,2,Introvert,Yes,Yes,100999
2,6,9,5,6,Extrovert,No,No,101000
2,6,10,5,6,Extrovert,No,No,101001
2,6,9,5,6,Extrovert,No,No,101002
2,6,9,5,6,Extrovert,No,No,101003
2,6,9,5,6,Extrovert,No,No,101004
2,6,9,5,6,Extrovert,No,No,101005
7,2,3,2,2,Introvert,Yes,Yes,101006
7,2,3,2,2,Introvert,Yes,Yes,101007
2,7,9,5,6,Extrovert,No,No,101008
7,2,4,2,2,Introvert,Yes,Yes,101009
7,2,4,2,2,Introvert,Yes,Yes,101010
7,2,4,2,2,Introvert,Yes,Yes,101011
2,6,10,5,6,Extrovert,No,No,101012
2,6,10,5,6,Extrovert,No,No,101013
7,2,4,2,2,Introvert,Yes,Yes,101014
7,2,4,2,2,Introvert,Yes,Yes,101015
7,2,3,2,2,Introvert,Yes,Yes,101016
2,6,9,5,6,Extrovert,No,No,101017
2,6,9,5,6,Extrovert,No,No,101018
7,2,4,2,2,Introvert,Yes,Yes,101019
7,2,4,2,2,Introvert,Yes,Yes,101020
7,2,3,2,2,Introvert,Yes,Yes,101021
7,2,3,2,2,Introvert,Yes,Yes,101022
7,2,4,2,2,Introvert,Yes,Yes,101023
2,6,10,5,6,Extrovert,No,No,101024
7,2,4,2,2,Introvert,Yes,Yes,101025
2,6,10,5,6,Extrovert,No,No,101026
7,2,3,2,2,Introvert,Yes,Yes,101027
7,2,4,2,2,Introvert,Yes,Yes,101028
2,6,9,5,6,Extrovert,No,No,101029
7,2,3,2,2,Introvert,Yes,Yes,101030
2,6,9,5,6,Extrovert,No,No,101031
7,2,4,2,2,Introvert,Yes,Yes,101032
2,6,9,5,6,Extrovert,No,No,101033
7,2,4,2,2,Introvert,Yes,Yes,101034
7,2,4,2,2,Introvert,Yes,Yes,101035
2,6,9,5,6,Extrovert,No,No,101036
7,2,3,2,2,Introvert,Yes,Yes,101037
2,6,10,5,6,Extrovert,No,No,101038
2,6,9,5,6,Extrovert,No,No,101039
7,2,4,2,2,Introvert,Yes,Yes,101040
2,6,9,5,6,Extrovert,No,No,101041
2,6,9,5,6,Extrovert,No,No,101042
2,6,10,5,6,Extrovert,No,No,101043
7,2,4,2,2,Introvert,Yes,Yes,101044
2,6,9,5,6,Extrovert,No,No,101045
7,2,4,2,2,Introvert,Yes,Yes,101046
7,2,4,2,2,Introvert,Yes,Yes,101047
2,6,10,5,6,Extrovert,No,No,101048
2,6,9,5,6,Extrovert,No,No,101049
2,6,10,5,6,Extrovert,No,No,101050
7,2,4,2,2,Introvert,Yes,Yes,101051
2,6,9,5,6,Extrovert,No,No,101052
2,6,9,5,6,Extrovert,No,No,101053
7,2,3,2,2,Introvert,Yes,Yes,101054
2,6,10,5,6,Extrovert,No,No,101055
2,6,9,5,6,Extrovert,No,No,101056
7,2,3,2,2,Introvert,Yes,Yes,101057
7,2,4,2,2,Introvert,Yes,Yes,101058
7,2,4,2,2,Introvert,Yes,Yes,101059
2,6,9,5,6,Extrovert,No,No,101060
2,6,9,5,6,Extrovert,No,No,101061
7,2,4,2,2,Introvert,Yes,Yes,101062
2,6,9,5,6,Extrovert,No,No,101063
7,2,3,2,2,Introvert,Yes,Yes,101064
2,6,10,5,6,Extrovert,No,No,101065
2,6,9,5,6,Extrovert,No,No,101066
2,6,10,5,6,Extrovert,No,No,101067
7,2,3,2,2,Introvert,Yes,Yes,101068
7,2,4,2,2,Introvert,Yes,Yes,101069
7,2,4,2,2,Introvert,Yes,Yes,101070
2,6,9,5,6,Extrovert,No,No,101071
7,2,3,2,2,Introvert,Yes,Yes,101072
2,6,9,5,6,Extrovert,No,No,101073
2,6,9,5,6,Extrovert,No,No,101074
7,2,3,2,2,Introvert,Yes,Yes,101075
7,2,3,2,2,Introvert,Yes,Yes,101076
2,6,9,5,6,Extrovert,No,No,101077
2,6,10,5,6,Extrovert,No,No,101078
2,6,10,5,6,Extrovert,No,No,101079
2,6,9,5,6,Extrovert,No,No,101080
2,6,9,5,6,Extrovert,No,No,101081
2,6,9,5,6,Extrovert,No,No,101082
7,2,4,2,2,Introvert,Yes,Yes,101083
7,2,4,2,2,Introvert,Yes,Yes,101084
2,6,10,5,6,Extrovert,No,No,101085
2,6,9,5,6,Extrovert,No,No,101086
7,2,3,2,2,Introvert,Yes,Yes,101087
2,6,9,5,6,Extrovert,No,No,101088
7,2,4,2,2,Introvert,Yes,Yes,101089
7,2,3,2,2,Introvert,Yes,Yes,101090
2,6,10,5,6,Extrovert,No,No,101091
2,6,9,5,6,Extrovert,No,No,101092
2,6,10,5,6,Extrovert,No,No,101093
2,6,9,5,6,Extrovert,No,No,101094
2,6,10,5,6,Extrovert,No,No,101095
7,2,3,2,2,Introvert,Yes,Yes,101096
7,2,4,2,2,Introvert,Yes,Yes,101097
7,2,3,2,2,Introvert,Yes,Yes,101098
7,2,3,2,2,Introvert,Yes,Yes,101099
2,6,9,5,6,Extrovert,No,No,101100
7,2,4,2,2,Introvert,Yes,Yes,101101
7,2,4,2,2,Introvert,Yes,Yes,101102
7,2,4,2,2,Introvert,Yes,Yes,101103
7,2,4,2,2,Introvert,Yes,Yes,101104
7,2,3,2,2,Introvert,Yes,Yes,101105
2,6,10,5,6,Extrovert,No,No,101106
2,6,10,5,6,Extrovert,No,No,101107
2,6,10,5,6,Extrovert,No,No,101108
7,2,4,2,2,Introvert,Yes,Yes,101109
2,6,9,5,6,Extrovert,No,No,101110
2,7,9,5,6,Extrovert,No,No,101111
2,6,10,5,6,Extrovert,No,No,101112
7,2,4,2,2,Introvert,Yes,Yes,101113
2,6,9,5,6,Extrovert,No,No,101114
7,2,4,2,2,Introvert,Yes,Yes,101115
7,2,3,2,2,Introvert,Yes,Yes,101116
7,2,4,2,2,Introvert,Yes,Yes,101117
7,2,4,2,2,Introvert,Yes,Yes,101118
7,2,3,2,2,Introvert,Yes,Yes,101119
7,2,4,2,2,Introvert,Yes,Yes,101120
2,6,9,5,6,Extrovert,No,No,101121
7,2,3,2,2,Introvert,Yes,Yes,101122
7,2,3,2,2,Introvert,Yes,Yes,101123
2,6,9,5,6,Extrovert,No,No,101124
2,6,10,5,6,Extrovert,No,No,101125
2,6,9,5,6,Extrovert,No,No,101126
2,6,10,5,6,Extrovert,No,No,101127
2,6,10,5,6,Extrovert,No,No,101128
2,6,9,5,6,Extrovert,No,No,101129
7,2,4,2,2,Introvert,Yes,Yes,101130
2,6,10,5,6,Extrovert,No,No,101131
2,6,10,5,6,Extrovert,No,No,101132
2,6,9,5,6,Extrovert,No,No,101133
7,2,3,2,2,Introvert,Yes,Yes,101134
2,6,9,5,6,Extrovert,No,No,101135
