id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
588,1.0,No,,5.0,No,8.0,5.0,Extrovert
589,,No,6.0,7.0,No,7.0,4.0,Extrovert
590,,No,7.0,3.0,No,5.0,4.0,Extrovert
591,1.0,,8.0,5.0,No,,6.0,Extrovert
592,3.0,No,8.0,6.0,No,5.0,7.0,Extrovert
593,0.0,No,10.0,7.0,No,14.0,6.0,Extrovert
594,2.0,No,3.0,5.0,No,6.0,7.0,Extrovert
595,3.0,No,,7.0,No,11.0,8.0,Extrovert
596,2.0,No,7.0,3.0,,7.0,3.0,Extrovert
597,7.0,Yes,,1.0,Yes,3.0,0.0,Introvert
598,1.0,No,4.0,7.0,No,11.0,9.0,Extrovert
599,,No,4.0,6.0,No,11.0,3.0,Extrovert
601,3.0,No,4.0,3.0,No,12.0,5.0,Extrovert
602,2.0,,8.0,4.0,No,14.0,7.0,Extrovert
603,3.0,No,4.0,3.0,No,13.0,7.0,Extrovert
604,0.0,No,6.0,5.0,No,10.0,9.0,Extrovert
605,,No,6.0,6.0,No,12.0,5.0,Extrovert
606,3.0,No,8.0,4.0,No,13.0,7.0,Extrovert
608,1.0,No,,5.0,No,10.0,5.0,Extrovert
609,3.0,No,9.0,,No,10.0,8.0,Extrovert
610,1.0,No,5.0,5.0,No,7.0,10.0,Extrovert
611,4.0,No,9.0,4.0,No,7.0,9.0,Extrovert
612,,No,5.0,4.0,No,8.0,6.0,Extrovert
613,2.0,No,6.0,5.0,No,,5.0,Extrovert
614,7.0,Yes,,,Yes,1.0,0.0,Introvert
615,2.0,No,7.0,4.0,No,12.0,,Extrovert
616,2.0,No,3.0,5.0,No,4.0,2.0,Extrovert
617,3.0,No,6.0,4.0,No,4.0,6.0,Extrovert
618,,No,,3.0,No,8.0,5.0,Extrovert
619,2.0,No,4.0,3.0,No,13.0,5.0,Extrovert
620,1.0,No,6.0,5.0,No,6.0,5.0,Extrovert
621,9.0,,3.0,2.0,Yes,5.0,2.0,Introvert
622,0.0,No,8.0,4.0,No,13.0,10.0,Extrovert
623,0.0,No,5.0,3.0,No,11.0,3.0,Extrovert
625,3.0,No,3.0,4.0,No,10.0,9.0,Extrovert
626,5.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert
629,3.0,,8.0,,No,11.0,7.0,Extrovert
631,3.0,No,8.0,6.0,No,6.0,3.0,Extrovert
633,2.0,,9.0,6.0,No,10.0,5.0,Extrovert
634,3.0,No,7.0,6.0,No,12.0,5.0,Extrovert
636,3.0,No,5.0,4.0,No,13.0,,Extrovert
637,2.0,No,6.0,,No,9.0,8.0,Extrovert
638,4.0,Yes,1.0,0.0,,5.0,1.0,Introvert
639,3.0,No,7.0,6.0,No,,3.0,Extrovert
641,0.0,No,6.0,3.0,No,8.0,8.0,Extrovert
642,3.0,No,4.0,5.0,No,12.0,5.0,Extrovert
643,2.0,No,8.0,3.0,No,11.0,4.0,Extrovert
644,3.0,No,8.0,4.0,,11.0,8.0,Extrovert
645,0.0,No,9.0,4.0,No,13.0,5.0,Extrovert
646,0.0,No,8.0,3.0,No,11.0,7.0,Extrovert
647,1.0,No,7.0,3.0,No,15.0,10.0,Extrovert
649,4.0,No,4.0,6.0,No,12.0,6.0,Extrovert
653,3.0,No,5.0,,No,7.0,3.0,Extrovert
656,2.0,No,,6.0,No,11.0,9.0,Extrovert
657,10.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
658,2.0,No,4.0,3.0,No,5.0,7.0,Extrovert
660,4.0,Yes,1.0,,Yes,4.0,0.0,Introvert
661,5.0,Yes,0.0,,Yes,4.0,2.0,Introvert
663,2.0,No,6.0,7.0,No,6.0,3.0,Extrovert
664,0.0,No,5.0,4.0,No,15.0,9.0,Extrovert
665,5.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert
667,2.0,No,8.0,5.0,No,4.0,9.0,Extrovert
668,3.0,No,6.0,,No,13.0,7.0,Extrovert
669,2.0,,4.0,7.0,No,12.0,7.0,Extrovert
671,1.0,No,6.0,3.0,No,10.0,4.0,Extrovert
672,1.0,No,6.0,5.0,No,,5.0,Extrovert
673,1.0,No,4.0,7.0,No,13.0,6.0,Extrovert
674,0.0,No,6.0,6.0,No,10.0,6.0,Extrovert
675,2.0,No,6.0,3.0,,10.0,3.0,Extrovert
676,4.0,No,4.0,4.0,No,6.0,8.0,Extrovert
677,6.0,,,0.0,Yes,3.0,0.0,Introvert
679,5.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert
680,2.0,No,10.0,5.0,No,8.0,9.0,Extrovert
681,8.0,,0.0,0.0,Yes,5.0,0.0,Introvert
682,1.0,,7.0,6.0,No,6.0,3.0,Extrovert
684,0.0,No,9.0,7.0,No,11.0,9.0,Extrovert
685,2.0,No,4.0,6.0,No,15.0,8.0,Extrovert
686,3.0,No,4.0,3.0,No,8.0,9.0,Extrovert
687,,No,5.0,4.0,No,15.0,4.0,Extrovert
689,1.0,No,5.0,7.0,No,9.0,6.0,Extrovert
690,8.0,,0.0,1.0,Yes,,1.0,Introvert
691,10.0,Yes,2.0,0.0,Yes,5.0,3.0,Introvert
692,2.0,,6.0,4.0,No,10.0,6.0,Extrovert
693,0.0,,9.0,4.0,No,8.0,9.0,Extrovert
694,,No,10.0,5.0,No,15.0,7.0,Extrovert
695,1.0,No,7.0,5.0,No,4.0,9.0,Extrovert
696,,No,3.0,5.0,No,7.0,4.0,Extrovert
697,0.0,No,9.0,4.0,No,13.0,3.0,Extrovert
698,2.0,No,3.0,4.0,No,4.0,5.0,Extrovert
700,10.0,,0.0,,Yes,5.0,1.0,Introvert
702,9.0,Yes,0.0,0.0,Yes,3.0,4.0,Introvert
703,4.0,Yes,0.0,,Yes,3.0,0.0,Introvert
709,3.0,,7.0,3.0,No,8.0,9.0,Extrovert
711,3.0,,7.0,6.0,No,8.0,7.0,Extrovert
712,0.0,No,8.0,3.0,No,13.0,6.0,Extrovert
713,7.0,Yes,2.0,2.0,Yes,3.0,,Introvert
716,1.0,No,5.0,5.0,No,12.0,7.0,Extrovert
718,6.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
719,0.0,No,7.0,4.0,No,,3.0,Extrovert
721,3.0,,4.0,6.0,No,10.0,6.0,Extrovert
722,10.0,Yes,,0.0,Yes,4.0,2.0,Introvert
726,3.0,No,5.0,4.0,No,9.0,9.0,Extrovert
728,3.0,,9.0,6.0,No,15.0,6.0,Extrovert
729,,No,9.0,6.0,No,15.0,10.0,Extrovert
730,9.0,,0.0,1.0,Yes,4.0,0.0,Introvert
733,7.0,Yes,2.0,3.0,Yes,4.0,0.0,Introvert
734,2.0,No,8.0,3.0,No,11.0,3.0,Extrovert
736,0.0,No,7.0,7.0,No,,4.0,Extrovert
739,4.0,No,9.0,6.0,No,13.0,7.0,Extrovert
740,0.0,No,,6.0,No,12.0,3.0,Extrovert
741,2.0,No,10.0,4.0,No,6.0,4.0,Extrovert
742,2.0,No,6.0,4.0,No,5.0,7.0,Extrovert
743,2.0,No,8.0,4.0,No,10.0,8.0,Extrovert
745,0.0,No,7.0,3.0,No,5.0,7.0,Extrovert
746,8.0,Yes,1.0,1.0,Yes,4.0,5.0,Introvert
748,2.0,No,8.0,,No,15.0,7.0,Extrovert
749,5.0,Yes,4.0,0.0,Yes,1.0,0.0,Introvert
750,1.0,No,7.0,5.0,No,6.0,7.0,Extrovert
751,0.0,No,7.0,3.0,No,14.0,3.0,Extrovert
753,4.0,No,8.0,4.0,No,5.0,6.0,Extrovert
757,0.0,No,5.0,,No,12.0,3.0,Extrovert
758,,No,5.0,4.0,No,15.0,5.0,Extrovert
760,2.0,No,,3.0,No,15.0,10.0,Extrovert
762,10.0,Yes,2.0,2.0,Yes,,0.0,Introvert
763,0.0,No,5.0,,No,8.0,7.0,Extrovert
766,0.0,,4.0,5.0,No,7.0,7.0,Extrovert
768,1.0,,9.0,5.0,No,14.0,10.0,Extrovert
769,1.0,No,4.0,5.0,No,9.0,4.0,Extrovert
770,3.0,No,7.0,4.0,No,14.0,9.0,Extrovert
771,4.0,No,6.0,6.0,No,8.0,10.0,Extrovert
772,3.0,No,4.0,6.0,No,5.0,6.0,Extrovert
773,1.0,No,6.0,3.0,No,4.0,8.0,Extrovert
774,2.0,No,8.0,5.0,No,8.0,4.0,Extrovert
775,9.0,Yes,,2.0,Yes,0.0,0.0,Introvert
776,0.0,No,5.0,3.0,No,8.0,7.0,Extrovert
777,3.0,No,4.0,3.0,No,6.0,4.0,Extrovert
779,2.0,No,9.0,,No,14.0,4.0,Extrovert
780,0.0,No,8.0,3.0,No,9.0,,Extrovert
782,0.0,No,8.0,5.0,No,14.0,9.0,Extrovert
783,3.0,No,8.0,3.0,No,10.0,7.0,Extrovert
785,2.0,No,9.0,5.0,No,9.0,3.0,Extrovert
786,2.0,,8.0,6.0,No,14.0,6.0,Extrovert
787,9.0,Yes,1.0,1.0,,1.0,1.0,Introvert
788,3.0,No,4.0,3.0,No,,10.0,Extrovert
789,2.0,No,6.0,3.0,No,12.0,3.0,Extrovert
790,0.0,No,9.0,5.0,No,15.0,5.0,Extrovert
791,2.0,,7.0,3.0,No,5.0,4.0,Extrovert
792,0.0,No,5.0,,No,11.0,6.0,Extrovert
794,6.0,Yes,3.0,0.0,Yes,0.0,,Introvert
795,4.0,No,10.0,7.0,No,11.0,6.0,Extrovert
796,7.0,,2.0,0.0,Yes,1.0,1.0,Introvert
797,2.0,No,4.0,3.0,No,,9.0,Extrovert
799,3.0,No,6.0,3.0,No,14.0,3.0,Extrovert
802,5.0,Yes,3.0,,Yes,3.0,0.0,Introvert
803,2.0,No,3.0,4.0,No,8.0,6.0,Extrovert
804,2.0,No,6.0,6.0,No,12.0,7.0,Extrovert
805,3.0,No,7.0,5.0,No,13.0,4.0,Extrovert
806,3.0,No,4.0,7.0,No,6.0,5.0,Extrovert
807,3.0,No,6.0,4.0,No,15.0,4.0,Extrovert
808,2.0,No,4.0,7.0,No,9.0,,Extrovert
811,1.0,No,7.0,4.0,No,15.0,8.0,Extrovert
812,7.0,Yes,2.0,,Yes,4.0,1.0,Introvert
815,3.0,No,9.0,5.0,No,5.0,6.0,Extrovert
816,9.0,Yes,,,Yes,1.0,2.0,Introvert
818,8.0,Yes,2.0,3.0,Yes,2.0,2.0,Introvert
819,5.0,Yes,1.0,1.0,Yes,0.0,3.0,Introvert
820,1.0,No,6.0,5.0,No,8.0,5.0,Extrovert
822,3.0,No,4.0,4.0,No,10.0,6.0,Extrovert
823,10.0,Yes,3.0,0.0,,1.0,1.0,Introvert
825,1.0,,9.0,6.0,No,6.0,5.0,Extrovert
828,3.0,No,9.0,6.0,No,,3.0,Extrovert
829,0.0,No,4.0,5.0,No,12.0,9.0,Extrovert
831,7.0,Yes,,1.0,Yes,2.0,0.0,Introvert
833,3.0,No,10.0,6.0,No,13.0,5.0,Extrovert
834,2.0,No,4.0,3.0,No,12.0,6.0,Extrovert
835,3.0,No,5.0,,No,11.0,5.0,Extrovert
836,,No,6.0,6.0,No,11.0,3.0,Extrovert
838,6.0,Yes,0.0,0.0,Yes,5.0,3.0,Introvert
839,2.0,No,9.0,7.0,No,10.0,5.0,Extrovert
840,2.0,No,8.0,3.0,No,8.0,8.0,Extrovert
843,2.0,,5.0,6.0,No,6.0,6.0,Extrovert
844,,No,7.0,3.0,No,14.0,4.0,Extrovert
847,8.0,Yes,0.0,0.0,Yes,,1.0,Introvert
849,11.0,,0.0,1.0,Yes,3.0,2.0,Introvert
850,2.0,No,4.0,7.0,No,9.0,6.0,Extrovert
853,1.0,No,5.0,3.0,No,7.0,3.0,Extrovert
854,1.0,No,6.0,4.0,No,4.0,4.0,Extrovert
855,5.0,No,7.0,5.0,No,9.0,3.0,Extrovert
856,9.0,Yes,2.0,3.0,Yes,5.0,1.0,Introvert
860,3.0,No,4.0,,No,9.0,9.0,Extrovert
861,5.0,Yes,0.0,1.0,Yes,2.0,,Introvert
862,0.0,No,9.0,3.0,No,7.0,3.0,Extrovert
864,2.0,No,9.0,6.0,No,15.0,5.0,Extrovert
865,1.0,No,5.0,3.0,No,7.0,5.0,Extrovert
866,2.0,No,8.0,3.0,No,12.0,8.0,Extrovert
867,3.0,No,4.0,7.0,No,6.0,10.0,Extrovert
868,0.0,Yes,5.0,3.0,Yes,5.0,3.0,Introvert
871,3.0,No,4.0,4.0,No,5.0,7.0,Extrovert
872,3.0,No,4.0,4.0,No,9.0,5.0,Extrovert
873,2.0,No,3.0,4.0,No,13.0,8.0,Extrovert
874,2.0,No,5.0,5.0,No,9.0,4.0,Extrovert
876,4.0,No,9.0,3.0,No,10.0,8.0,Extrovert
878,3.0,No,8.0,6.0,No,4.0,5.0,Extrovert
879,0.0,No,,4.0,No,13.0,3.0,Extrovert
881,1.0,No,9.0,4.0,No,11.0,10.0,Extrovert
882,0.0,No,7.0,7.0,No,8.0,5.0,Extrovert
883,2.0,No,4.0,5.0,No,10.0,5.0,Extrovert
886,2.0,No,5.0,4.0,No,,8.0,Extrovert
887,0.0,No,7.0,3.0,No,4.0,9.0,Extrovert
888,3.0,No,7.0,4.0,No,9.0,9.0,Extrovert
889,2.0,No,,4.0,No,5.0,5.0,Extrovert
891,,No,4.0,4.0,No,11.0,7.0,Extrovert
892,,No,9.0,3.0,No,12.0,5.0,Extrovert
894,1.0,No,7.0,5.0,No,15.0,,Extrovert
895,1.0,No,6.0,5.0,No,,3.0,Extrovert
897,0.0,No,5.0,7.0,No,6.0,5.0,Extrovert
898,3.0,No,5.0,6.0,No,8.0,4.0,Extrovert
899,1.0,No,8.0,7.0,No,7.0,3.0,Extrovert
900,3.0,No,8.0,5.0,No,12.0,6.0,Extrovert
901,3.0,,6.0,3.0,No,9.0,3.0,Extrovert
903,1.0,No,4.0,,No,12.0,5.0,Extrovert
904,3.0,No,8.0,3.0,No,15.0,5.0,Extrovert
905,0.0,No,7.0,6.0,No,5.0,9.0,Extrovert
906,3.0,No,9.0,3.0,No,14.0,,Extrovert
907,1.0,No,4.0,3.0,No,9.0,6.0,Extrovert
908,0.0,No,5.0,3.0,No,10.0,5.0,Extrovert
911,2.0,No,9.0,7.0,No,15.0,6.0,Extrovert
912,,No,7.0,,No,11.0,8.0,Extrovert
913,9.0,Yes,,1.0,Yes,4.0,,Introvert
914,2.0,No,8.0,6.0,No,,5.0,Extrovert
915,4.0,No,7.0,6.0,No,13.0,5.0,Extrovert
917,0.0,No,8.0,5.0,No,13.0,10.0,Extrovert
918,0.0,No,9.0,6.0,No,8.0,,Extrovert
919,0.0,No,3.0,3.0,No,7.0,3.0,Extrovert
920,1.0,No,6.0,7.0,No,10.0,5.0,Extrovert
921,0.0,No,5.0,5.0,No,8.0,,Extrovert
922,1.0,No,10.0,5.0,No,8.0,3.0,Extrovert
923,1.0,No,9.0,4.0,No,7.0,9.0,Extrovert
924,2.0,No,5.0,4.0,No,12.0,8.0,Extrovert
926,1.0,No,9.0,3.0,No,9.0,6.0,Extrovert
927,4.0,Yes,2.0,1.0,,2.0,0.0,Introvert
928,10.0,Yes,1.0,3.0,Yes,3.0,1.0,Introvert
929,5.0,Yes,2.0,1.0,Yes,0.0,2.0,Introvert
930,9.0,Yes,2.0,3.0,Yes,3.0,3.0,Introvert
931,3.0,No,7.0,6.0,No,6.0,7.0,Extrovert
932,5.0,Yes,3.0,3.0,Yes,3.0,0.0,Introvert
934,3.0,No,5.0,6.0,No,4.0,7.0,Extrovert
935,0.0,No,6.0,5.0,No,12.0,3.0,Extrovert
936,9.0,Yes,1.0,1.0,Yes,2.0,,Introvert
937,1.0,No,4.0,5.0,No,5.0,7.0,Extrovert
938,4.0,No,9.0,5.0,No,9.0,6.0,Extrovert
940,1.0,,4.0,7.0,No,10.0,3.0,Extrovert
941,2.0,No,10.0,4.0,No,7.0,4.0,Extrovert
942,3.0,No,9.0,,No,14.0,3.0,Extrovert
943,2.0,No,9.0,,No,7.0,5.0,Extrovert
944,4.0,No,7.0,3.0,No,6.0,6.0,Extrovert
948,0.0,No,5.0,6.0,No,8.0,7.0,Extrovert
949,6.0,,0.0,1.0,Yes,5.0,1.0,Introvert
950,9.0,Yes,,2.0,Yes,1.0,1.0,Introvert
951,1.0,No,7.0,3.0,No,11.0,3.0,Extrovert
952,1.0,No,8.0,6.0,No,,3.0,Extrovert
953,3.0,No,4.0,5.0,No,5.0,3.0,Extrovert
954,0.0,No,5.0,7.0,No,7.0,5.0,Extrovert
955,0.0,No,7.0,5.0,No,9.0,7.0,Extrovert
956,0.0,,9.0,5.0,No,7.0,6.0,Extrovert
958,1.0,No,5.0,4.0,No,10.0,4.0,Extrovert
959,3.0,No,9.0,4.0,No,6.0,8.0,Extrovert
961,4.0,No,8.0,5.0,No,7.0,4.0,Extrovert
962,1.0,No,7.0,7.0,No,11.0,3.0,Extrovert
963,3.0,No,8.0,6.0,No,14.0,4.0,Extrovert
965,8.0,Yes,0.0,2.0,Yes,,2.0,Introvert
966,0.0,No,7.0,7.0,No,8.0,3.0,Extrovert
967,0.0,,6.0,6.0,No,,8.0,Extrovert
968,2.0,No,,3.0,No,8.0,6.0,Extrovert
969,11.0,,2.0,2.0,Yes,5.0,1.0,Introvert
970,2.0,,5.0,4.0,No,14.0,7.0,Extrovert
971,3.0,,4.0,5.0,No,5.0,6.0,Extrovert
972,7.0,Yes,3.0,,Yes,4.0,1.0,Introvert
973,3.0,No,4.0,6.0,No,4.0,4.0,Extrovert
977,2.0,No,6.0,4.0,No,14.0,9.0,Extrovert
978,1.0,No,5.0,6.0,No,10.0,8.0,Extrovert
979,0.0,,4.0,4.0,No,14.0,3.0,Extrovert
980,3.0,No,4.0,4.0,No,6.0,,Extrovert
981,9.0,Yes,2.0,0.0,,5.0,2.0,Introvert
982,0.0,No,8.0,6.0,No,4.0,9.0,Extrovert
983,,No,3.0,5.0,No,6.0,4.0,Extrovert
984,5.0,,3.0,2.0,Yes,3.0,0.0,Introvert
985,1.0,,9.0,4.0,No,12.0,8.0,Extrovert
986,1.0,No,3.0,6.0,No,7.0,4.0,Extrovert
987,1.0,No,5.0,6.0,No,13.0,7.0,Extrovert
988,1.0,No,4.0,5.0,No,5.0,3.0,Extrovert
991,,No,7.0,6.0,No,12.0,6.0,Extrovert
992,0.0,No,8.0,6.0,No,8.0,5.0,Extrovert
993,1.0,,7.0,3.0,No,11.0,6.0,Extrovert
995,1.0,No,9.0,6.0,No,10.0,4.0,Extrovert
996,4.0,Yes,1.0,,Yes,4.0,2.0,Introvert
997,1.0,No,8.0,,No,10.0,6.0,Extrovert
998,5.0,,0.0,2.0,Yes,4.0,0.0,Introvert
1000,1.0,No,4.0,4.0,No,14.0,3.0,Extrovert
1001,3.0,No,5.0,3.0,No,9.0,3.0,Extrovert
1003,1.0,No,5.0,4.0,No,7.0,5.0,Extrovert
1004,1.0,No,7.0,4.0,No,,3.0,Extrovert
1005,7.0,Yes,3.0,,Yes,5.0,2.0,Introvert
1006,3.0,No,7.0,5.0,No,10.0,4.0,Extrovert
1007,5.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert
1008,0.0,No,9.0,4.0,,14.0,8.0,Extrovert
1009,3.0,No,9.0,3.0,No,5.0,10.0,Extrovert
1010,0.0,,9.0,5.0,No,9.0,5.0,Extrovert
1011,1.0,No,7.0,6.0,No,9.0,6.0,Extrovert
1012,1.0,No,7.0,5.0,No,,3.0,Extrovert
1014,3.0,No,8.0,,No,9.0,5.0,Extrovert
1020,3.0,No,6.0,3.0,No,10.0,3.0,Extrovert
1023,3.0,No,9.0,4.0,No,9.0,8.0,Extrovert
1024,0.0,No,7.0,5.0,No,15.0,9.0,Extrovert
1025,1.0,No,4.0,6.0,No,11.0,10.0,Extrovert
1028,8.0,,1.0,2.0,Yes,2.0,0.0,Introvert
1030,1.0,No,6.0,4.0,No,5.0,9.0,Extrovert
1031,11.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert
1032,8.0,Yes,1.0,0.0,,2.0,0.0,Introvert
1033,10.0,Yes,2.0,1.0,Yes,0.0,0.0,Introvert
1034,0.0,No,6.0,5.0,No,,,Extrovert
1038,3.0,No,7.0,5.0,No,10.0,7.0,Extrovert
1039,11.0,Yes,2.0,1.0,Yes,1.0,,Introvert
1042,2.0,No,,5.0,No,5.0,9.0,Extrovert
1044,11.0,Yes,,2.0,Yes,1.0,1.0,Introvert
1046,3.0,No,7.0,6.0,No,11.0,7.0,Extrovert
1047,1.0,No,8.0,6.0,No,7.0,6.0,Extrovert
1048,1.0,No,8.0,6.0,No,6.0,7.0,Extrovert
1049,0.0,No,4.0,5.0,No,14.0,,Extrovert
1050,1.0,No,4.0,6.0,,15.0,4.0,Extrovert
1051,2.0,No,7.0,5.0,No,,4.0,Extrovert
1052,4.0,Yes,2.0,0.0,,4.0,,Introvert
1053,8.0,,2.0,0.0,Yes,1.0,2.0,Introvert
1054,1.0,No,6.0,4.0,No,11.0,8.0,Extrovert
1056,0.0,No,9.0,5.0,No,9.0,3.0,Extrovert
1057,0.0,No,,5.0,No,,7.0,Extrovert
1061,5.0,Yes,2.0,,Yes,0.0,1.0,Introvert
1062,0.0,No,4.0,7.0,No,11.0,,Extrovert
1063,0.0,No,9.0,3.0,No,5.0,,Extrovert
1064,1.0,No,3.0,3.0,No,11.0,4.0,Extrovert
1066,1.0,No,8.0,6.0,No,13.0,8.0,Extrovert
1067,1.0,No,,5.0,No,5.0,8.0,Extrovert
1068,4.0,No,10.0,4.0,No,11.0,4.0,Extrovert
1069,2.0,No,7.0,7.0,No,11.0,6.0,Extrovert
1070,2.0,No,8.0,5.0,No,6.0,3.0,Extrovert
1071,0.0,No,8.0,3.0,No,7.0,5.0,Extrovert
1072,1.0,No,,5.0,No,11.0,6.0,Extrovert
1074,3.0,No,5.0,,No,12.0,3.0,Extrovert
1075,1.0,,6.0,5.0,No,7.0,8.0,Extrovert
1076,3.0,No,3.0,4.0,No,11.0,3.0,Extrovert
1077,1.0,No,5.0,5.0,No,14.0,8.0,Extrovert
1078,0.0,,9.0,4.0,No,12.0,5.0,Extrovert
1079,3.0,No,6.0,5.0,No,9.0,3.0,Extrovert
1082,4.0,No,5.0,5.0,No,8.0,8.0,Extrovert
1083,0.0,No,5.0,3.0,No,11.0,8.0,Extrovert
1085,1.0,No,8.0,3.0,No,12.0,5.0,Extrovert
1086,0.0,No,5.0,6.0,No,6.0,4.0,Extrovert
1087,0.0,No,7.0,,No,14.0,9.0,Extrovert
1088,4.0,No,10.0,7.0,No,11.0,8.0,Extrovert
1089,1.0,No,7.0,5.0,No,7.0,10.0,Extrovert
1090,0.0,No,5.0,5.0,No,3.0,5.0,Extrovert
1091,6.0,Yes,2.0,3.0,Yes,1.0,2.0,Introvert
1092,3.0,No,5.0,4.0,No,8.0,5.0,Extrovert
1094,3.0,No,4.0,6.0,No,,7.0,Extrovert
1096,0.0,No,5.0,7.0,No,7.0,6.0,Extrovert
1097,2.0,,9.0,7.0,No,8.0,5.0,Extrovert
1098,3.0,No,5.0,5.0,No,4.0,7.0,Extrovert
1099,3.0,No,5.0,4.0,No,11.0,3.0,Extrovert
1100,3.0,,7.0,3.0,No,5.0,7.0,Extrovert
1101,5.0,Yes,1.0,3.0,Yes,2.0,0.0,Introvert
1102,3.0,No,8.0,5.0,No,9.0,8.0,Extrovert
1103,1.0,,9.0,6.0,No,10.0,9.0,Extrovert
1104,0.0,No,9.0,4.0,No,3.0,2.0,Extrovert
1105,0.0,,7.0,3.0,No,15.0,5.0,Extrovert
1106,3.0,No,6.0,6.0,No,15.0,6.0,Extrovert
1107,3.0,No,7.0,3.0,No,11.0,8.0,Extrovert
1108,2.0,No,4.0,3.0,No,4.0,8.0,Extrovert
1110,7.0,Yes,2.0,2.0,Yes,2.0,3.0,Introvert
1111,2.0,No,8.0,3.0,,7.0,6.0,Extrovert
1113,2.0,No,8.0,5.0,No,12.0,10.0,Extrovert
1114,0.0,No,6.0,4.0,No,8.0,,Extrovert
1117,1.0,No,7.0,,No,13.0,9.0,Extrovert
1118,7.0,Yes,2.0,,Yes,2.0,2.0,Introvert
1119,5.0,,1.0,2.0,Yes,4.0,1.0,Introvert
1120,3.0,No,10.0,5.0,No,8.0,8.0,Extrovert
1121,2.0,No,9.0,4.0,No,,7.0,Extrovert
1122,0.0,No,7.0,5.0,No,4.0,5.0,Extrovert
1123,7.0,Yes,1.0,3.0,Yes,0.0,3.0,Introvert
1124,2.0,No,3.0,6.0,No,15.0,7.0,Extrovert
1125,0.0,No,4.0,4.0,No,10.0,4.0,Extrovert
1126,8.0,,0.0,0.0,Yes,1.0,,Introvert
1129,0.0,No,,3.0,No,9.0,3.0,Extrovert
1132,3.0,No,3.0,3.0,No,4.0,6.0,Extrovert
1133,1.0,No,7.0,3.0,No,14.0,6.0,Extrovert
1134,1.0,No,10.0,6.0,No,12.0,10.0,Extrovert
1135,0.0,No,8.0,5.0,No,12.0,5.0,Extrovert
1136,1.0,No,8.0,6.0,No,10.0,3.0,Extrovert
1137,0.0,No,8.0,6.0,No,5.0,8.0,Extrovert
1138,2.0,No,4.0,3.0,No,15.0,9.0,Extrovert
1140,,No,6.0,5.0,No,8.0,3.0,Extrovert
1143,4.0,,0.0,1.0,Yes,1.0,0.0,Introvert
1145,2.0,No,6.0,,No,8.0,8.0,Extrovert
1148,1.0,No,8.0,6.0,No,7.0,8.0,Extrovert
1149,1.0,No,4.0,5.0,No,12.0,9.0,Extrovert
1151,3.0,No,4.0,4.0,,11.0,5.0,Extrovert
1153,0.0,No,9.0,5.0,No,9.0,6.0,Extrovert
1154,2.0,No,5.0,7.0,No,14.0,8.0,Extrovert
1155,11.0,Yes,,2.0,Yes,5.0,0.0,Introvert
1156,2.0,No,6.0,6.0,No,8.0,8.0,Extrovert
1157,3.0,No,7.0,5.0,No,14.0,6.0,Extrovert
1158,3.0,No,5.0,3.0,No,10.0,,Extrovert
1159,1.0,No,10.0,3.0,No,6.0,5.0,Extrovert
1162,1.0,No,8.0,3.0,,8.0,7.0,Extrovert
1163,2.0,No,3.0,5.0,No,14.0,4.0,Extrovert
1164,10.0,Yes,0.0,0.0,,2.0,2.0,Introvert
1165,2.0,,7.0,5.0,No,8.0,9.0,Extrovert
1168,3.0,No,7.0,5.0,No,15.0,7.0,Extrovert
1169,2.0,No,7.0,3.0,No,5.0,7.0,Extrovert
1170,4.0,No,10.0,7.0,No,12.0,5.0,Extrovert
1171,4.0,Yes,,0.0,Yes,0.0,0.0,Introvert
1172,7.0,Yes,1.0,,Yes,5.0,3.0,Introvert
1173,2.0,,9.0,6.0,No,7.0,7.0,Extrovert
1175,,No,6.0,7.0,No,8.0,7.0,Extrovert
1181,3.0,No,9.0,4.0,No,9.0,6.0,Extrovert
1182,3.0,No,5.0,7.0,No,10.0,,Extrovert
1184,4.0,No,9.0,7.0,No,9.0,10.0,Extrovert
1187,9.0,Yes,3.0,0.0,Yes,10.0,0.0,Introvert
1188,2.0,No,9.0,5.0,No,7.0,3.0,Extrovert
1189,3.0,No,7.0,4.0,No,5.0,7.0,Extrovert
1190,3.0,No,5.0,4.0,No,7.0,5.0,Extrovert
1191,4.0,No,4.0,7.0,No,6.0,3.0,Extrovert
1192,0.0,No,3.0,6.0,No,13.0,8.0,Extrovert
1193,5.0,Yes,2.0,2.0,Yes,5.0,,Introvert
1194,2.0,No,8.0,4.0,,7.0,5.0,Extrovert
1195,0.0,No,6.0,7.0,No,8.0,3.0,Extrovert
1196,0.0,No,3.0,4.0,No,11.0,6.0,Extrovert
1197,10.0,Yes,,2.0,Yes,4.0,,Introvert
1198,2.0,No,7.0,5.0,No,6.0,3.0,Extrovert
1199,6.0,Yes,3.0,1.0,Yes,2.0,3.0,Introvert
