id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,adv_prob
369,,,5.0,6.0,No,11.0,6.0,Extrovert,0.0
370,5.0,Yes,2.0,2.0,,,2.0,Introvert,0.05
371,1.0,No,3.0,5.0,No,6.0,6.0,Extrovert,0.13
372,4.0,Yes,3.0,3.0,Yes,4.0,3.0,Introvert,0.09
373,8.0,Yes,1.0,,Yes,5.0,1.0,Introvert,0.195
374,2.0,No,,5.0,No,3.0,9.0,Extrovert,0.05
375,11.0,Yes,0.0,2.0,Yes,,0.0,Introvert,0.02
376,2.0,No,3.0,4.0,No,6.0,7.0,Extrovert,0.09
377,,No,4.0,4.0,No,5.0,9.0,Extrovert,0.4209999999999999
378,0.0,No,5.0,4.0,No,10.0,5.0,Extrovert,0.0125
379,2.0,No,9.0,4.0,No,10.0,9.0,Extrovert,0.03683333333333333
380,7.0,Yes,0.0,1.0,,3.0,,Introvert,0.07
381,,No,6.0,3.0,No,7.0,8.0,Extrovert,0.05
382,0.0,No,9.0,7.0,No,7.0,5.0,Extrovert,0.11
383,2.0,No,8.0,7.0,No,10.0,6.0,Extrovert,0.0535
384,9.0,Yes,0.0,0.0,Yes,10.0,2.0,Introvert,0.2925
385,2.0,No,,6.0,No,11.0,6.0,Extrovert,0.0
386,10.0,Yes,3.0,1.0,Yes,5.0,,Introvert,0.08
387,1.0,No,4.0,4.0,No,10.0,9.0,Extrovert,0.18461111111111111
388,8.0,Yes,,2.0,Yes,2.0,2.0,Introvert,0.13499999999999998
389,0.0,No,5.0,7.0,No,10.0,,Extrovert,0.05125
390,0.0,No,5.0,5.0,No,7.0,7.0,Extrovert,0.01
391,3.0,,7.0,6.0,No,14.0,7.0,Extrovert,0.04
392,,Yes,1.0,1.0,Yes,2.0,2.0,Introvert,0.05
393,3.0,No,5.0,5.0,No,8.0,9.0,Extrovert,0.005
394,0.0,No,7.0,3.0,No,15.0,4.0,Extrovert,0.01
395,0.0,No,6.0,5.0,No,7.0,3.0,Extrovert,0.0
396,6.0,Yes,,2.0,Yes,4.0,1.0,Introvert,0.17
397,3.0,No,3.0,5.0,No,5.0,,Extrovert,0.301
398,4.0,Yes,2.0,2.0,Yes,7.0,2.0,Introvert,0.3
399,1.0,No,5.0,5.0,No,12.0,,Extrovert,0.0105
400,2.0,No,,3.0,No,5.0,3.0,Extrovert,0.0
401,1.0,No,7.0,5.0,No,9.0,10.0,Extrovert,0.115
402,7.0,Yes,3.0,1.0,Yes,1.0,3.0,Introvert,0.02
403,6.0,,1.0,,Yes,3.0,2.0,Introvert,0.14
404,3.0,No,6.0,4.0,No,14.0,4.0,Extrovert,0.0425
405,,No,8.0,7.0,No,9.0,7.0,Extrovert,0.011666666666666665
406,,No,5.0,5.0,No,10.0,9.0,Extrovert,0.20615873015873012
407,7.0,Yes,3.0,2.0,,5.0,1.0,Introvert,0.0
408,0.0,No,8.0,5.0,No,10.0,7.0,Extrovert,0.03
409,0.0,No,9.0,6.0,No,5.0,7.0,Extrovert,0.07
410,0.0,No,7.0,5.0,No,10.0,7.0,Extrovert,0.041333333333333326
411,3.0,No,5.0,6.0,No,10.0,5.0,Extrovert,0.0275
412,2.0,No,9.0,7.0,No,6.0,5.0,Extrovert,0.0725
413,0.0,,8.0,3.0,No,7.0,4.0,Extrovert,0.43258333333333326
414,1.0,No,4.0,5.0,No,5.0,6.0,Extrovert,0.056666666666666664
415,1.0,No,4.0,7.0,No,9.0,4.0,Extrovert,0.04
416,3.0,No,5.0,,No,11.0,6.0,Extrovert,0.29450000000000004
417,4.0,No,7.0,3.0,No,6.0,8.0,Extrovert,0.18133333333333332
418,9.0,Yes,2.0,2.0,,2.0,1.0,Introvert,0.0
419,0.0,No,7.0,3.0,No,11.0,5.0,Extrovert,0.04833333333333333
420,1.0,No,,4.0,No,7.0,10.0,Extrovert,0.08349999999999999
421,3.0,No,6.0,7.0,No,8.0,9.0,Extrovert,0.10683333333333332
422,8.0,Yes,,2.0,,2.0,2.0,Introvert,0.13
423,3.0,No,5.0,4.0,No,,8.0,Extrovert,0.004
424,0.0,No,4.0,7.0,No,9.0,4.0,Extrovert,0.07828571428571429
425,1.0,No,6.0,5.0,,5.0,5.0,Extrovert,0.0
426,7.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert,0.09
427,1.0,No,7.0,,No,10.0,8.0,Extrovert,0.6469047619047618
428,2.0,No,9.0,,No,11.0,5.0,Extrovert,0.0075
429,2.0,No,4.0,4.0,No,12.0,7.0,Extrovert,0.019166666666666665
430,1.0,No,7.0,5.0,No,5.0,7.0,Extrovert,0.2
431,1.0,No,9.0,5.0,No,12.0,6.0,Extrovert,0.09166666666666666
432,4.0,,1.0,0.0,Yes,3.0,,Introvert,0.16
433,2.0,No,4.0,5.0,No,9.0,,Extrovert,0.0
434,7.0,Yes,0.0,2.0,Yes,0.0,3.0,Introvert,0.01
435,3.0,No,6.0,,No,13.0,4.0,Extrovert,0.02011904761904762
436,0.0,No,6.0,3.0,No,15.0,6.0,Extrovert,0.05333333333333333
437,0.0,No,4.0,4.0,No,7.0,6.0,Extrovert,0.01
438,,Yes,1.0,1.0,Yes,2.0,0.0,Introvert,0.2
439,3.0,No,,5.0,No,4.0,4.0,Extrovert,0.04083333333333334
440,2.0,No,7.0,5.0,No,,8.0,Extrovert,0.0
441,4.0,No,5.0,5.0,No,12.0,10.0,Extrovert,0.10333333333333332
442,11.0,Yes,0.0,3.0,Yes,2.0,0.0,Introvert,0.2
443,4.0,Yes,1.0,7.0,Yes,2.0,7.0,Introvert,0.13
444,1.0,No,6.0,6.0,No,13.0,,Extrovert,0.003333333333333333
445,2.0,No,4.0,5.0,No,12.0,10.0,Extrovert,0.03333333333333333
446,3.0,No,7.0,6.0,,10.0,7.0,Extrovert,0.02
447,4.0,No,6.0,5.0,No,8.0,4.0,Extrovert,0.12333333333333332
448,2.0,No,9.0,3.0,No,10.0,3.0,Extrovert,0.05416666666666667
449,9.0,Yes,0.0,0.0,,2.0,1.0,Introvert,0.15
450,2.0,,3.0,3.0,No,4.0,6.0,Extrovert,0.05
451,3.0,No,6.0,6.0,No,8.0,10.0,Extrovert,0.1475
452,,Yes,2.0,0.0,Yes,0.0,1.0,Introvert,0.08
453,0.0,No,3.0,4.0,No,6.0,6.0,Extrovert,0.05
454,3.0,No,,5.0,No,6.0,3.0,Extrovert,0.05333333333333333
455,1.0,No,9.0,7.0,No,12.0,6.0,Extrovert,0.14666666666666667
456,0.0,No,3.0,6.0,No,4.0,5.0,Extrovert,0.07333333333333333
457,4.0,Yes,2.0,2.0,Yes,0.0,2.0,Introvert,0.07
458,3.0,No,,7.0,No,8.0,6.0,Extrovert,0.03933333333333333
459,2.0,No,,5.0,No,6.0,8.0,Extrovert,0.0
460,2.0,No,9.0,4.0,No,14.0,4.0,Extrovert,0.013333333333333332
461,2.0,No,5.0,7.0,No,12.0,5.0,Extrovert,0.02
462,5.0,Yes,0.0,,Yes,2.0,2.0,Introvert,0.02
463,2.0,No,8.0,6.0,No,11.0,7.0,Extrovert,0.07166666666666666
464,7.0,Yes,1.0,0.0,Yes,15.0,2.0,Introvert,0.08
465,4.0,No,4.0,7.0,No,10.0,4.0,Extrovert,0.09
466,2.0,No,10.0,6.0,No,9.0,9.0,Extrovert,0.01
467,3.0,,9.0,5.0,No,7.0,8.0,Extrovert,0.04404761904761905
468,10.0,,3.0,0.0,Yes,,,Introvert,0.03
469,3.0,No,5.0,5.0,No,5.0,,Extrovert,0.45592857142857157
470,11.0,Yes,1.0,,Yes,2.0,1.0,Introvert,0.11
471,6.0,Yes,,,Yes,1.0,2.0,Introvert,0.2
472,6.0,Yes,2.0,1.0,Yes,5.0,,Introvert,0.0
473,1.0,No,6.0,5.0,No,14.0,7.0,Extrovert,0.03166666666666666
474,1.0,No,9.0,6.0,No,13.0,8.0,Extrovert,0.08166666666666668
475,0.0,No,4.0,7.0,No,9.0,5.0,Extrovert,0.06333333333333334
476,4.0,No,9.0,7.0,No,11.0,8.0,Extrovert,0.03
477,1.0,No,7.0,7.0,No,4.0,7.0,Extrovert,0.05
478,3.0,No,7.0,5.0,No,,5.0,Extrovert,0.29445707070707067
479,1.0,No,5.0,4.0,No,13.0,4.0,Extrovert,0.49990476190476196
480,9.0,Yes,4.0,2.0,Yes,3.0,2.0,Introvert,0.09
481,3.0,No,7.0,4.0,No,11.0,4.0,Extrovert,0.5743333333333334
482,1.0,No,4.0,7.0,No,4.0,3.0,Extrovert,0.01
483,2.0,No,9.0,7.0,No,4.0,7.0,Extrovert,0.19666666666666668
484,0.0,No,8.0,6.0,No,6.0,9.0,Extrovert,0.06428571428571428
485,1.0,No,9.0,,No,9.0,3.0,Extrovert,0.04
486,1.0,,9.0,5.0,No,10.0,7.0,Extrovert,0.025
487,7.0,Yes,1.0,2.0,Yes,5.0,3.0,Introvert,0.02
488,1.0,No,4.0,3.0,No,7.0,6.0,Extrovert,0.06085714285714285
489,0.0,No,9.0,5.0,No,5.0,8.0,Extrovert,0.11
490,0.0,,4.0,3.0,No,14.0,,Extrovert,0.31171428571428567
491,5.0,Yes,3.0,1.0,Yes,5.0,1.0,Introvert,0.1
492,2.0,,6.0,5.0,No,12.0,3.0,Extrovert,0.02
493,7.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert,0.08
494,,No,9.0,3.0,No,14.0,4.0,Extrovert,0.0225
495,7.0,,,1.0,Yes,2.0,2.0,Introvert,0.04
496,5.0,Yes,2.0,2.0,Yes,3.0,1.0,Introvert,0.27
497,1.0,No,8.0,4.0,No,3.0,8.0,Extrovert,0.2
498,11.0,Yes,3.0,,Yes,3.0,1.0,Introvert,0.14
499,1.0,No,6.0,5.0,No,5.0,7.0,Extrovert,0.16583333333333333
500,1.0,No,6.0,7.0,No,6.0,4.0,Extrovert,0.11366666666666667
501,9.0,Yes,0.0,3.0,Yes,4.0,0.0,Introvert,0.13
502,0.0,,9.0,5.0,No,9.0,3.0,Extrovert,0.045
503,11.0,Yes,1.0,2.0,,3.0,1.0,Introvert,0.11
504,3.0,No,10.0,7.0,No,7.0,8.0,Extrovert,0.12
505,2.0,No,9.0,5.0,No,8.0,9.0,Extrovert,0.005
506,3.0,No,9.0,4.0,No,6.0,,Extrovert,0.02283333333333333
507,5.0,Yes,0.0,2.0,Yes,4.0,,Introvert,0.07
508,3.0,No,5.0,,No,11.0,7.0,Extrovert,0.013333333333333334
509,,No,7.0,5.0,No,9.0,9.0,Extrovert,0.013452380952380952
510,1.0,No,5.0,5.0,No,11.0,9.0,Extrovert,0.0
511,5.0,Yes,,0.0,Yes,0.0,0.0,Introvert,0.17
512,,No,9.0,6.0,No,11.0,8.0,Extrovert,0.0195
513,2.0,No,4.0,4.0,No,11.0,,Extrovert,0.47211136086136074
514,11.0,,2.0,0.0,,5.0,0.0,Introvert,0.21
515,3.0,No,4.0,3.0,No,7.0,6.0,Extrovert,0.05
516,3.0,No,7.0,5.0,No,3.0,4.0,Extrovert,0.08833333333333332
517,1.0,No,,5.0,No,7.0,7.0,Extrovert,0.005
518,11.0,Yes,1.0,1.0,Yes,4.0,3.0,Introvert,0.02
519,2.0,No,7.0,4.0,No,11.0,4.0,Extrovert,0.34837301587301583
520,6.0,Yes,0.0,3.0,Yes,5.0,,Introvert,0.29
521,0.0,No,4.0,4.0,No,10.0,10.0,Extrovert,0.07
522,1.0,No,5.0,4.0,No,8.0,,Extrovert,0.15221031746031743
523,1.0,No,4.0,7.0,No,5.0,7.0,Extrovert,0.11
524,2.0,No,9.0,6.0,No,15.0,4.0,Extrovert,0.035
525,3.0,No,3.0,5.0,No,8.0,6.0,Extrovert,0.11
526,3.0,No,8.0,,No,15.0,6.0,Extrovert,0.05
527,0.0,No,5.0,4.0,No,12.0,7.0,Extrovert,0.6382380952380952
528,4.0,Yes,2.0,3.0,Yes,1.0,0.0,Introvert,0.11
529,,Yes,0.0,2.0,Yes,4.0,2.0,Introvert,0.08
530,3.0,No,10.0,5.0,No,6.0,3.0,Extrovert,0.1733333333333333
531,3.0,No,9.0,6.0,,5.0,3.0,Extrovert,0.48100000000000004
532,1.0,No,5.0,4.0,No,,3.0,Extrovert,0.01625
533,2.0,,9.0,4.0,No,6.0,6.0,Extrovert,0.33831746031746024
534,4.0,No,9.0,4.0,No,10.0,3.0,Extrovert,0.21833333333333332
535,1.0,No,,5.0,No,14.0,8.0,Extrovert,0.01
536,11.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert,0.11
537,0.0,No,6.0,5.0,No,6.0,9.0,Extrovert,0.07
538,3.0,No,8.0,3.0,No,7.0,8.0,Extrovert,0.11083333333333333
539,2.0,No,5.0,6.0,No,15.0,8.0,Extrovert,0.06135714285714286
540,,,0.0,2.0,Yes,4.0,0.0,Introvert,0.06
541,7.0,Yes,2.0,2.0,,3.0,1.0,Introvert,0.044000000000000004
542,1.0,,6.0,6.0,No,9.0,4.0,Extrovert,0.07666666666666666
543,0.0,No,7.0,6.0,No,15.0,,Extrovert,0.0
544,8.0,,2.0,,Yes,5.0,1.0,Introvert,0.18
545,6.0,Yes,2.0,2.0,,4.0,0.0,Introvert,0.16
546,4.0,Yes,3.0,1.0,Yes,,2.0,Introvert,0.06
547,2.0,No,10.0,6.0,No,10.0,6.0,Extrovert,0.06
548,5.0,Yes,0.0,,Yes,2.0,,Introvert,0.1
549,10.0,Yes,0.0,,Yes,4.0,,Introvert,0.12
550,1.0,No,5.0,6.0,No,,3.0,Extrovert,0.329642857142857
551,4.0,Yes,0.0,0.0,Yes,5.0,0.0,Introvert,0.08
552,2.0,No,,4.0,No,5.0,4.0,Extrovert,0.05242857142857143
553,3.0,No,5.0,4.0,No,6.0,7.0,Extrovert,0.5278333333333333
554,4.0,No,4.0,5.0,No,6.0,10.0,Extrovert,0.16333333333333336
555,2.0,No,8.0,5.0,No,8.0,3.0,Extrovert,0.2016630591630591
556,6.0,Yes,2.0,1.0,Yes,4.0,1.0,Introvert,0.12
557,2.0,No,9.0,5.0,,11.0,,Extrovert,0.2157272727272727
558,3.0,Yes,2.0,1.0,Yes,2.0,1.0,Introvert,0.11
559,,Yes,2.0,0.0,Yes,8.0,0.0,Introvert,0.04
560,10.0,,2.0,1.0,Yes,3.0,2.0,Introvert,0.12
561,1.0,No,9.0,4.0,No,13.0,4.0,Extrovert,0.005
562,1.0,No,7.0,3.0,No,7.0,7.0,Extrovert,0.051666666666666666
563,,No,6.0,3.0,No,10.0,5.0,Extrovert,0.4275753968253969
564,10.0,Yes,2.0,3.0,Yes,5.0,1.0,Introvert,0.14
565,7.0,Yes,1.0,1.0,,3.0,0.0,Introvert,0.07
566,2.0,No,7.0,3.0,No,8.0,9.0,Extrovert,0.028333333333333332
567,3.0,No,9.0,3.0,No,15.0,,Extrovert,0.3252857142857142
568,0.0,No,8.0,5.0,No,15.0,6.0,Extrovert,0.024
569,1.0,No,5.0,3.0,No,8.0,8.0,Extrovert,0.38134523809523807
570,3.0,No,,6.0,No,6.0,9.0,Extrovert,0.0
571,0.0,No,5.0,3.0,No,,6.0,Extrovert,0.055
572,2.0,No,5.0,6.0,No,10.0,6.0,Extrovert,0.12283333333333331
573,0.0,No,8.0,7.0,No,10.0,4.0,Extrovert,0.015
574,2.0,,4.0,3.0,No,4.0,5.0,Extrovert,0.03666666666666667
575,1.0,No,,5.0,No,11.0,5.0,Extrovert,0.003333333333333333
576,7.0,Yes,3.0,2.0,Yes,,1.0,Introvert,0.04
577,11.0,,,1.0,Yes,5.0,2.0,Introvert,0.09
578,2.0,No,9.0,5.0,No,7.0,10.0,Extrovert,0.05333333333333333
579,7.0,Yes,0.0,2.0,,3.0,1.0,Introvert,0.023333333333333334
580,0.0,,8.0,6.0,No,14.0,9.0,Extrovert,0.04
581,0.0,No,4.0,5.0,No,15.0,5.0,Extrovert,0.13333333333333336
582,6.0,Yes,3.0,1.0,,2.0,2.0,Introvert,0.15
583,10.0,,3.0,0.0,Yes,0.0,1.0,Introvert,0.02
584,1.0,No,8.0,3.0,No,14.0,4.0,Extrovert,0.0175
585,,No,9.0,5.0,No,10.0,4.0,Extrovert,0.01
586,9.0,Yes,0.0,1.0,Yes,1.0,1.0,Introvert,0.06
587,3.0,No,4.0,4.0,No,7.0,4.0,Extrovert,0.13333333333333333
588,1.0,No,,5.0,No,8.0,5.0,Extrovert,0.0
589,,No,6.0,7.0,No,7.0,4.0,Extrovert,0.07
590,,No,7.0,3.0,No,5.0,4.0,Extrovert,0.028666666666666667
591,1.0,,8.0,5.0,No,,6.0,Extrovert,0.0
592,3.0,No,8.0,6.0,No,5.0,7.0,Extrovert,0.16
593,0.0,No,10.0,7.0,No,14.0,6.0,Extrovert,0.03
594,2.0,No,3.0,5.0,No,6.0,7.0,Extrovert,0.295
595,3.0,No,,7.0,No,11.0,8.0,Extrovert,0.49683333333333335
596,2.0,No,7.0,3.0,,7.0,3.0,Extrovert,0.01
597,7.0,Yes,,1.0,Yes,3.0,0.0,Introvert,0.0
598,1.0,No,4.0,7.0,No,11.0,9.0,Extrovert,0.02
599,,No,4.0,6.0,No,11.0,3.0,Extrovert,0.0
600,4.0,No,8.0,5.0,No,15.0,4.0,Extrovert,0.04
601,3.0,No,4.0,3.0,No,12.0,5.0,Extrovert,0.4751666666666667
602,2.0,,8.0,4.0,No,14.0,7.0,Extrovert,0.35790476190476184
603,3.0,No,4.0,3.0,No,13.0,7.0,Extrovert,0.48883333333333323
604,0.0,No,6.0,5.0,No,10.0,9.0,Extrovert,0.162
605,,No,6.0,6.0,No,12.0,5.0,Extrovert,0.48345238095238097
606,3.0,No,8.0,4.0,No,13.0,7.0,Extrovert,0.5326666666666666
607,6.0,Yes,0.0,0.0,Yes,4.0,,Introvert,0.22333333333333336
608,1.0,No,,5.0,No,10.0,5.0,Extrovert,0.05833333333333333
609,3.0,No,9.0,,No,10.0,8.0,Extrovert,0.017499999999999998
610,1.0,No,5.0,5.0,No,7.0,10.0,Extrovert,0.09
611,4.0,No,9.0,4.0,No,7.0,9.0,Extrovert,0.05083333333333333
612,,No,5.0,4.0,No,8.0,6.0,Extrovert,0.0
613,2.0,No,6.0,5.0,No,,5.0,Extrovert,0.0
614,7.0,Yes,,,Yes,1.0,0.0,Introvert,0.11
615,2.0,No,7.0,4.0,No,12.0,,Extrovert,0.004
616,2.0,No,3.0,5.0,No,4.0,2.0,Extrovert,0.03666666666666667
617,3.0,No,6.0,4.0,No,4.0,6.0,Extrovert,0.09416666666666668
618,,No,,3.0,No,8.0,5.0,Extrovert,0.002
619,2.0,No,4.0,3.0,No,13.0,5.0,Extrovert,0.10950000000000001
620,1.0,No,6.0,5.0,No,6.0,5.0,Extrovert,0.33358333333333334
621,9.0,,3.0,2.0,Yes,5.0,2.0,Introvert,0.09
622,0.0,No,8.0,4.0,No,13.0,10.0,Extrovert,0.07
623,0.0,No,5.0,3.0,No,11.0,3.0,Extrovert,0.45204761904761903
624,0.0,No,9.0,5.0,No,8.0,5.0,Extrovert,0.266079365079365
625,3.0,No,3.0,4.0,No,10.0,9.0,Extrovert,0.07
626,5.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert,0.01
627,2.0,No,3.0,5.0,No,6.0,9.0,Extrovert,0.1373333333333333
628,4.0,Yes,,,Yes,4.0,0.0,Introvert,0.0
629,3.0,,8.0,,No,11.0,7.0,Extrovert,0.3490992063492063
630,2.0,,8.0,6.0,No,12.0,7.0,Extrovert,0.011666666666666665
631,3.0,No,8.0,6.0,No,6.0,3.0,Extrovert,0.06666666666666667
632,5.0,Yes,1.0,3.0,Yes,5.0,1.0,Introvert,0.13
633,2.0,,9.0,6.0,No,10.0,5.0,Extrovert,0.01
634,3.0,No,7.0,6.0,No,12.0,5.0,Extrovert,0.07083333333333335
635,10.0,Yes,,2.0,Yes,5.0,2.0,Introvert,0.295
636,3.0,No,5.0,4.0,No,13.0,,Extrovert,0.3119523809523808
637,2.0,No,6.0,,No,9.0,8.0,Extrovert,0.31486904761904755
638,4.0,Yes,1.0,0.0,,5.0,1.0,Introvert,0.07
639,3.0,No,7.0,6.0,No,,3.0,Extrovert,0.0
640,3.0,No,7.0,5.0,No,15.0,4.0,Extrovert,0.01
641,0.0,No,6.0,3.0,No,8.0,8.0,Extrovert,0.05452380952380952
642,3.0,No,4.0,5.0,No,12.0,5.0,Extrovert,0.0
643,2.0,No,8.0,3.0,No,11.0,4.0,Extrovert,0.015
644,3.0,No,8.0,4.0,,11.0,8.0,Extrovert,0.054000000000000006
645,0.0,No,9.0,4.0,No,13.0,5.0,Extrovert,0.006
646,0.0,No,8.0,3.0,No,11.0,7.0,Extrovert,0.22333333333333336
647,1.0,No,7.0,3.0,No,15.0,10.0,Extrovert,0.12
648,4.0,No,9.0,4.0,No,15.0,6.0,Extrovert,0.13483333333333333
649,4.0,No,4.0,6.0,No,12.0,6.0,Extrovert,0.09
650,9.0,Yes,,2.0,Yes,3.0,1.0,Introvert,0.08
651,11.0,Yes,2.0,3.0,Yes,4.0,3.0,Introvert,0.05
652,,No,5.0,6.0,No,13.0,9.0,Extrovert,0.05
653,3.0,No,5.0,,No,7.0,3.0,Extrovert,0.003333333333333333
654,2.0,No,5.0,3.0,No,6.0,8.0,Extrovert,0.1165
655,9.0,Yes,,0.0,Yes,3.0,1.0,Introvert,0.011666666666666665
656,2.0,No,,6.0,No,11.0,9.0,Extrovert,0.0
657,10.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert,0.07
658,2.0,No,4.0,3.0,No,5.0,7.0,Extrovert,0.045
659,1.0,No,,6.0,No,8.0,9.0,Extrovert,0.01
660,4.0,Yes,1.0,,Yes,4.0,0.0,Introvert,0.07
661,5.0,Yes,0.0,,Yes,4.0,2.0,Introvert,0.07
662,1.0,No,7.0,7.0,No,13.0,10.0,Extrovert,0.15
663,2.0,No,6.0,7.0,No,6.0,3.0,Extrovert,0.05
664,0.0,No,5.0,4.0,No,15.0,9.0,Extrovert,0.02333333333333333
665,5.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert,0.05
666,0.0,No,6.0,5.0,No,15.0,7.0,Extrovert,0.15766666666666665
667,2.0,No,8.0,5.0,No,4.0,9.0,Extrovert,0.03
668,3.0,No,6.0,,No,13.0,7.0,Extrovert,0.008333333333333333
669,2.0,,4.0,7.0,No,12.0,7.0,Extrovert,0.051666666666666666
670,1.0,No,6.0,4.0,No,10.0,8.0,Extrovert,0.01
671,1.0,No,6.0,3.0,No,10.0,4.0,Extrovert,0.07833333333333332
672,1.0,No,6.0,5.0,No,,5.0,Extrovert,0.005
673,1.0,No,4.0,7.0,No,13.0,6.0,Extrovert,0.04
674,0.0,No,6.0,6.0,No,10.0,6.0,Extrovert,0.13133333333333333
675,2.0,No,6.0,3.0,,10.0,3.0,Extrovert,0.1356190476190476
676,4.0,No,4.0,4.0,No,6.0,8.0,Extrovert,0.16416666666666666
677,6.0,,,0.0,Yes,3.0,0.0,Introvert,0.08
678,2.0,No,5.0,5.0,No,13.0,,Extrovert,0.45255952380952386
679,5.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert,0.0
680,2.0,No,10.0,5.0,No,8.0,9.0,Extrovert,0.13
681,8.0,,0.0,0.0,Yes,5.0,0.0,Introvert,0.14
682,1.0,,7.0,6.0,No,6.0,3.0,Extrovert,0.0975
683,6.0,Yes,,2.0,Yes,0.0,2.0,Introvert,0.2
684,0.0,No,9.0,7.0,No,11.0,9.0,Extrovert,0.16
685,2.0,No,4.0,6.0,No,15.0,8.0,Extrovert,0.04
686,3.0,No,4.0,3.0,No,8.0,9.0,Extrovert,0.44849999999999995
687,,No,5.0,4.0,No,15.0,4.0,Extrovert,0.5000000000000001
688,7.0,Yes,3.0,0.0,Yes,3.0,0.0,Introvert,0.06
689,1.0,No,5.0,7.0,No,9.0,6.0,Extrovert,0.105
690,8.0,,0.0,1.0,Yes,,1.0,Introvert,0.08
691,10.0,Yes,2.0,0.0,Yes,5.0,3.0,Introvert,0.15
692,2.0,,6.0,4.0,No,10.0,6.0,Extrovert,0.2353769841269841
693,0.0,,9.0,4.0,No,8.0,9.0,Extrovert,0.0
694,,No,10.0,5.0,No,15.0,7.0,Extrovert,0.023333333333333334
695,1.0,No,7.0,5.0,No,4.0,9.0,Extrovert,0.01
696,,No,3.0,5.0,No,7.0,4.0,Extrovert,0.04
697,0.0,No,9.0,4.0,No,13.0,3.0,Extrovert,0.46754761904761916
698,2.0,No,3.0,4.0,No,4.0,5.0,Extrovert,0.18866666666666665
699,6.0,Yes,2.0,3.0,,3.0,1.0,Introvert,0.0525
700,10.0,,0.0,,Yes,5.0,1.0,Introvert,0.09
701,0.0,No,10.0,5.0,No,13.0,4.0,Extrovert,0.14
702,9.0,Yes,0.0,0.0,Yes,3.0,4.0,Introvert,0.09
703,4.0,Yes,0.0,,Yes,3.0,0.0,Introvert,0.01
704,1.0,,7.0,6.0,No,,9.0,Extrovert,0.01
705,6.0,Yes,0.0,1.0,Yes,,2.0,Introvert,0.17
706,3.0,No,6.0,6.0,No,12.0,7.0,Extrovert,0.5102380952380953
707,6.0,Yes,0.0,1.0,Yes,1.0,2.0,Introvert,0.08
708,2.0,No,8.0,5.0,No,8.0,,Extrovert,0.006999999999999999
709,3.0,,7.0,3.0,No,8.0,9.0,Extrovert,0.2326875901875901
710,2.0,No,6.0,7.0,No,6.0,6.0,Extrovert,0.23066666666666666
711,3.0,,7.0,6.0,No,8.0,7.0,Extrovert,0.3224404761904761
712,0.0,No,8.0,3.0,No,13.0,6.0,Extrovert,0.165
713,7.0,Yes,2.0,2.0,Yes,3.0,,Introvert,0.1
714,5.0,Yes,4.0,2.0,Yes,4.0,1.0,Introvert,0.17
715,,Yes,1.0,0.0,Yes,5.0,0.0,Introvert,0.01
716,1.0,No,5.0,5.0,No,12.0,7.0,Extrovert,0.04666666666666667
717,5.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert,0.05
718,6.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert,0.22
719,0.0,No,7.0,4.0,No,,3.0,Extrovert,0.030833333333333334
720,3.0,No,6.0,5.0,No,15.0,4.0,Extrovert,0.0
721,3.0,,4.0,6.0,No,10.0,6.0,Extrovert,0.02
722,10.0,Yes,,0.0,Yes,4.0,2.0,Introvert,0.0
723,3.0,No,5.0,3.0,No,10.0,8.0,Extrovert,0.5265714285714285
724,0.0,No,6.0,7.0,No,6.0,8.0,Extrovert,0.095
725,3.0,No,7.0,,No,14.0,4.0,Extrovert,0.506952380952381
726,3.0,No,5.0,4.0,No,9.0,9.0,Extrovert,0.0
727,6.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert,0.17
728,3.0,,9.0,6.0,No,15.0,6.0,Extrovert,0.15933333333333333
729,,No,9.0,6.0,No,15.0,10.0,Extrovert,0.08
730,9.0,,0.0,1.0,Yes,4.0,0.0,Introvert,0.05
731,2.0,No,9.0,3.0,No,8.0,3.0,Extrovert,0.4623333333333333
732,1.0,No,,4.0,No,15.0,4.0,Extrovert,0.5217499999999999
733,7.0,Yes,2.0,3.0,Yes,4.0,0.0,Introvert,0.02
734,2.0,No,8.0,3.0,No,11.0,3.0,Extrovert,0.49050000000000005
735,,No,7.0,5.0,No,9.0,7.0,Extrovert,0.06625
736,0.0,No,7.0,7.0,No,,4.0,Extrovert,0.5121666666666667
737,7.0,Yes,0.0,,Yes,5.0,2.0,Introvert,0.07
738,5.0,No,5.0,7.0,No,8.0,7.0,Extrovert,0.07
739,4.0,No,9.0,6.0,No,13.0,7.0,Extrovert,0.1
740,0.0,No,,6.0,No,12.0,3.0,Extrovert,0.3981666666666665
741,2.0,No,10.0,4.0,No,6.0,4.0,Extrovert,0.07366666666666666
